Temperature (°C),Pressure (bar),CO2 Concentration (%),Flow Rate (m³/h),Sorbent Type,Surface Area (m²/g),Pore Size (nm),Stability (1-10),pH Level,CO2 Outlet Concentration (%),Energy Consumption (MJ/kg CO2),Cycle Time (min),Capture Efficiency (%),Regeneration Temp (°C),Solvent Concentration (%),Reactor Volume (m³),Residence Time (s),Reboiler Duty (kW),Column Height (m),CO2 Emitted (kg/hr),Energy Used Efficiently (MJ)
43.09,3.4,8.21,1991.07,Activated Carbon,1200.0,1.5,6,8.41,2.16,2.86,48.88,66.85,113.9,30.05,9.48,192.76,3869.45,38.15,236.1,463.77
65.65,7.01,18.08,1007.0,Zeolite 13X,600.0,1.0,8,5.68,1.7,5.11,26.56,84.8,141.48,14.13,5.61,260.03,744.04,14.83,323.3,166.78
94.18,1.42,8.89,667.5,MEA,0.5,1.2,7,5.84,2.09,5.72,51.2,94.42,107.65,14.33,4.34,107.84,4034.23,43.7,88.96,109.99
113.1,9.59,6.71,1460.0,Zeolite 13X,600.0,1.0,8,7.83,2.98,4.02,42.43,50.97,116.7,19.38,0.51,120.0,2203.39,40.94,106.74,184.66
86.89,9.98,9.16,1034.4,Zeolite 13X,600.0,1.0,8,5.94,3.35,2.86,25.71,64.97,89.77,35.0,2.06,270.07,2241.37,41.31,117.79,234.16
45.25,4.25,19.39,1472.47,MOF-5,3500.0,0.8,9,8.58,2.92,4.66,40.52,88.84,126.73,11.86,6.85,181.25,1040.89,17.23,475.33,280.12
70.38,3.98,6.76,975.63,Amine-Grafted Silica,900.0,1.1,8,7.9,3.43,4.02,7.65,50.14,125.52,32.0,7.77,268.31,908.14,49.67,63.68,121.38
97.66,3.44,13.71,1268.36,Activated Carbon,1200.0,1.5,6,6.94,4.51,3.19,15.42,77.19,136.01,18.97,4.34,139.2,2131.02,48.39,228.71,305.95
102.89,2.75,7.9,1315.86,MEA,0.5,1.2,7,8.8,1.49,5.44,5.15,76.68,90.5,36.72,7.72,164.93,3286.46,32.39,165.32,185.14
74.23,9.04,17.64,1372.06,Zeolite 13X,600.0,1.0,8,8.94,1.52,4.02,32.47,75.29,120.16,25.37,8.33,56.31,4729.84,43.67,433.51,256.33
56.06,9.7,13.06,699.26,Activated Carbon,1200.0,1.5,6,6.13,3.0,5.36,19.59,67.89,114.98,21.43,6.21,288.27,3778.73,18.52,137.88,88.4
118.23,9.31,11.41,592.17,MOF-5,3500.0,0.8,9,5.85,1.73,3.31,43.32,74.83,109.41,22.77,6.77,252.12,4558.28,18.09,112.35,133.47
83.04,2.31,6.47,1443.06,Activated Carbon,1200.0,1.5,6,7.28,2.78,2.05,51.15,85.61,106.16,15.53,6.47,36.87,4754.19,25.45,104.37,599.71
41.34,4.78,16.06,1890.02,Zeolite 13X,600.0,1.0,8,6.45,0.54,2.94,22.93,90.9,108.86,28.43,8.07,138.61,4695.96,21.46,574.93,582.38
72.23,9.79,14.31,1382.88,MEA,0.5,1.2,7,8.47,2.83,3.11,42.05,89.57,131.0,14.19,5.98,29.4,2330.99,49.28,311.16,397.0
62.92,4.73,9.79,1686.6,MEA,0.5,1.2,7,6.67,4.72,2.19,28.66,75.95,121.38,22.21,6.95,137.89,3386.37,14.05,167.6,582.26
115.02,2.26,8.61,1300.0,Activated Carbon,1200.0,1.5,6,6.03,1.2,3.29,15.93,80.77,118.29,31.67,4.83,173.53,1570.04,33.85,188.81,318.18
98.99,1.61,13.49,1565.76,MEA,0.5,1.2,7,7.97,2.48,5.69,31.18,61.24,101.02,10.44,9.52,217.77,4731.55,28.68,337.88,168.22
102.3,1.07,15.4,1947.59,Activated Carbon,1200.0,1.5,6,6.29,1.34,4.56,48.93,73.45,92.8,18.42,2.6,272.07,3737.95,36.68,536.71,313.02
57.95,8.44,17.27,1050.75,Amine-Grafted Silica,900.0,1.1,8,5.45,2.92,2.52,54.87,62.41,136.68,21.94,2.1,203.35,759.25,45.32,295.53,259.2
66.88,5.24,13.91,1373.73,Activated Carbon,1200.0,1.5,6,6.56,0.81,3.98,9.09,77.46,116.56,29.03,1.99,55.21,2628.59,31.18,352.72,266.69
67.05,2.01,7.05,1554.63,Activated Carbon,1200.0,1.5,6,7.25,2.13,4.38,52.34,84.06,124.56,26.99,9.96,30.61,3698.95,11.41,149.92,297.68
51.33,2.11,17.27,919.05,MOF-5,3500.0,0.8,9,7.57,4.52,5.48,54.67,81.11,96.11,21.51,1.63,83.44,3763.4,46.72,229.67,135.78
111.36,7.82,18.75,1919.97,Activated Carbon,1200.0,1.5,6,8.45,0.53,5.6,58.78,87.5,103.86,23.54,1.34,56.21,676.84,36.02,685.64,299.46
31.3,1.05,12.81,1642.79,MOF-5,3500.0,0.8,9,6.21,4.5,2.16,30.22,65.55,107.91,25.81,7.56,263.32,3705.64,17.15,267.57,496.24
55.59,2.65,13.12,144.12,Activated Carbon,1200.0,1.5,6,6.57,1.7,3.08,37.07,63.12,113.64,14.19,4.35,194.24,1245.06,6.37,32.26,29.44
53.05,3.11,12.79,297.27,Activated Carbon,1200.0,1.5,6,8.43,1.03,2.3,20.25,96.12,110.55,14.34,1.95,214.37,1853.5,24.59,68.52,123.7
84.21,2.83,13.24,370.1,Amine-Grafted Silica,900.0,1.1,8,5.07,1.51,5.31,30.99,92.56,103.59,30.71,0.87,201.81,2162.75,8.02,85.09,64.39
71.98,1.31,12.66,1157.82,Zeolite 13X,600.0,1.0,8,6.7,4.84,3.34,10.17,70.62,142.4,17.13,6.02,167.21,3104.68,23.13,177.46,244.08
35.33,3.11,15.37,1000.27,MOF-5,3500.0,0.8,9,6.45,2.16,2.77,10.27,58.44,117.22,20.49,0.82,140.97,644.66,14.03,258.99,210.27
36.75,2.8,17.21,1195.06,Zeolite 13X,600.0,1.0,8,8.11,1.81,3.14,58.19,66.72,106.5,37.25,7.89,56.09,3102.04,15.68,360.72,253.13
69.64,9.43,6.52,533.87,MOF-5,3500.0,0.8,9,6.62,2.03,4.64,9.03,82.83,148.98,10.3,9.36,299.32,3499.07,13.22,46.98,95.1
32.23,3.86,16.9,1150.02,Zeolite 13X,600.0,1.0,8,8.66,1.41,3.86,34.86,63.65,83.17,28.22,7.44,90.77,4948.78,12.66,349.15,189.14
70.24,5.4,10.79,240.23,Amine-Grafted Silica,900.0,1.1,8,6.52,1.96,3.0,56.13,66.82,142.4,18.34,6.94,72.89,3379.93,49.35,41.58,53.33
57.28,5.6,11.19,1874.85,Activated Carbon,1200.0,1.5,6,6.87,4.54,4.55,49.68,92.7,88.31,26.84,5.57,296.88,4226.69,34.5,244.37,381.14
48.93,6.1,13.36,1379.41,Zeolite 13X,600.0,1.0,8,5.06,1.79,4.49,6.83,88.12,118.74,13.69,9.36,30.55,1729.49,18.59,312.81,270.12
63.83,1.75,9.48,165.96,Zeolite 13X,600.0,1.0,8,7.99,2.3,3.29,58.18,58.88,149.78,28.42,0.76,37.22,2434.86,21.51,23.36,29.61
69.55,3.08,19.77,329.92,Activated Carbon,1200.0,1.5,6,6.22,2.32,2.36,46.37,96.33,129.89,26.91,3.17,293.89,4587.43,19.89,112.84,134.1
118.06,7.01,8.14,1581.11,Zeolite 13X,600.0,1.0,8,5.89,4.75,4.87,58.83,75.36,83.15,15.63,4.89,53.83,1183.4,43.99,105.06,244.16
114.97,4.7,9.53,570.41,MEA,0.5,1.2,7,8.71,3.05,5.94,18.97,78.68,123.45,26.4,1.53,120.41,2755.03,44.42,72.45,75.43
47.84,3.18,15.68,1245.01,Amine-Grafted Silica,900.0,1.1,8,5.69,4.88,2.98,52.85,74.57,105.88,31.36,1.79,168.33,1101.13,12.15,263.54,310.5
74.9,7.9,16.89,363.59,MOF-5,3500.0,0.8,9,6.28,2.7,5.26,50.98,83.52,131.31,35.58,6.45,238.26,570.63,48.82,101.12,57.62
103.95,4.36,5.24,1931.53,MEA,0.5,1.2,7,8.06,3.68,4.97,21.68,60.5,141.96,11.74,8.38,28.47,1997.32,19.28,59.06,234.65
101.53,3.45,16.59,1936.09,Amine-Grafted Silica,900.0,1.1,8,8.96,4.02,2.69,27.15,85.49,98.77,27.57,7.32,173.74,4169.23,36.09,477.0,613.02
92.72,7.29,8.26,310.24,Amine-Grafted Silica,900.0,1.1,8,8.41,0.71,2.18,25.96,86.89,106.82,36.07,7.88,178.45,1209.32,31.84,45.91,123.09
51.76,9.17,18.82,1670.52,Amine-Grafted Silica,900.0,1.1,8,6.7,4.39,4.76,34.05,65.82,91.42,31.44,4.8,177.8,1314.92,44.18,472.47,230.51
87.29,8.08,17.9,1083.4,MOF-5,3500.0,0.8,9,6.94,2.26,2.53,7.59,70.27,127.67,30.72,5.63,62.36,869.25,22.89,332.11,299.73
44.97,2.23,7.35,1905.88,Zeolite 13X,600.0,1.0,8,8.63,1.71,2.08,18.36,94.88,119.17,12.99,2.3,153.9,1774.27,23.39,210.68,865.21
43.68,1.2,11.94,1851.09,MOF-5,3500.0,0.8,9,7.49,3.28,4.51,8.36,61.08,142.77,30.01,4.62,193.41,1232.82,17.82,314.2,250.14
74.77,3.32,12.3,1480.33,MEA,0.5,1.2,7,7.96,3.49,3.53,35.1,83.46,85.7,32.48,5.24,271.9,4423.64,43.13,255.62,349.01
64.24,5.35,12.65,1739.27,Zeolite 13X,600.0,1.0,8,5.33,3.9,3.44,23.82,80.46,144.4,14.15,8.84,296.09,3269.35,11.96,298.28,405.63
96.53,5.07,10.03,647.05,Amine-Grafted Silica,900.0,1.1,8,5.65,4.82,5.34,29.58,56.03,147.69,14.25,4.76,287.32,1205.27,24.2,66.07,67.76
95.07,8.66,6.24,921.37,MOF-5,3500.0,0.8,9,6.81,1.02,5.87,16.33,55.39,81.41,36.48,1.76,289.58,1412.41,26.73,94.27,86.79
79.36,6.69,5.83,860.8,Amine-Grafted Silica,900.0,1.1,8,5.46,1.53,5.19,33.83,88.92,134.29,39.13,5.67,175.4,1795.22,8.38,72.55,147.2
44.03,4.7,6.47,1766.8,Amine-Grafted Silica,900.0,1.1,8,6.56,3.38,3.9,46.31,84.45,128.49,34.03,1.34,51.09,4341.31,39.98,107.0,381.6
115.23,5.58,7.31,1627.87,Activated Carbon,1200.0,1.5,6,6.23,0.83,4.05,25.58,55.58,143.73,37.08,3.74,45.02,1385.17,36.97,206.75,222.85
64.88,8.32,7.83,589.75,Zeolite 13X,600.0,1.0,8,5.21,1.71,2.18,22.95,91.86,138.43,37.27,3.55,252.52,880.13,38.34,70.74,247.37
102.99,4.13,16.72,923.66,MOF-5,3500.0,0.8,9,7.02,2.67,2.33,34.53,59.73,104.96,35.71,3.08,244.26,3638.74,23.29,254.36,235.77
102.86,4.64,14.71,996.49,Zeolite 13X,600.0,1.0,8,8.34,3.4,4.26,47.43,57.26,81.92,15.8,7.72,193.32,2754.8,43.12,220.9,133.63
98.85,2.06,10.44,816.26,MOF-5,3500.0,0.8,9,5.3,1.81,5.09,12.21,95.34,118.36,18.31,4.35,173.03,1147.43,5.05,138.07,152.59
44.43,2.91,19.5,162.83,Activated Carbon,1200.0,1.5,6,7.16,4.83,5.68,37.46,59.73,110.32,35.61,6.6,218.51,2908.11,42.79,46.82,17.09
107.17,5.08,8.15,348.26,Amine-Grafted Silica,900.0,1.1,8,8.48,4.25,4.58,15.47,73.2,133.84,29.53,0.81,25.41,4411.96,7.31,26.62,55.54
36.62,8.56,14.02,161.65,MEA,0.5,1.2,7,8.43,2.0,3.63,18.6,64.28,119.68,20.59,1.5,189.28,1455.34,19.23,38.08,28.55
103.59,1.45,13.09,1833.75,MEA,0.5,1.2,7,7.29,4.84,5.01,40.23,92.93,122.26,38.92,5.16,36.51,1374.49,46.07,296.52,339.46
42.1,6.32,14.36,798.04,MOF-5,3500.0,0.8,9,6.3,3.76,3.53,40.67,72.62,125.34,13.28,2.65,202.74,614.48,13.84,165.8,163.71
101.51,9.31,15.79,126.8,Zeolite 13X,600.0,1.0,8,6.84,2.91,4.46,26.98,81.42,95.13,18.41,1.0,77.32,1296.32,36.79,32.01,23.1
64.5,2.43,14.93,982.18,Activated Carbon,1200.0,1.5,6,7.36,3.93,4.66,54.49,80.76,83.67,24.37,5.97,204.68,2896.0,25.16,211.76,169.85
110.25,7.21,8.6,437.31,Zeolite 13X,600.0,1.0,8,8.5,4.42,3.97,44.72,74.04,102.12,11.54,9.98,192.22,3533.56,19.18,35.83,81.35
85.4,2.55,18.02,1649.11,MOF-5,3500.0,0.8,9,6.59,2.43,2.01,51.29,93.42,85.54,11.36,5.34,25.24,4559.79,20.65,503.91,762.67
33.12,2.68,12.99,1959.16,MOF-5,3500.0,0.8,9,8.36,4.35,3.64,12.46,55.43,92.2,36.53,3.71,27.34,4113.18,8.73,331.77,297.52
80.21,2.7,11.44,287.56,Activated Carbon,1200.0,1.5,6,8.44,1.34,4.41,29.42,94.81,111.34,31.94,8.57,163.37,2292.42,11.64,56.93,61.68
55.67,4.3,18.37,1243.79,Amine-Grafted Silica,900.0,1.1,8,7.16,3.81,5.0,17.74,83.64,84.11,12.34,1.77,215.15,4217.39,25.03,354.95,207.65
112.76,8.85,18.14,350.48,MEA,0.5,1.2,7,6.81,1.56,4.52,57.92,88.35,89.64,16.0,4.95,166.03,4120.0,5.1,113.89,68.36
108.8,3.46,19.15,1667.8,MOF-5,3500.0,0.8,9,5.38,1.08,5.21,9.45,75.31,135.48,31.95,1.52,228.22,1644.23,33.52,590.69,240.62
32.39,5.75,14.23,490.48,Amine-Grafted Silica,900.0,1.1,8,8.47,3.35,3.74,43.11,56.49,120.51,23.28,1.8,247.27,1017.6,24.29,104.59,73.89
84.4,8.8,17.74,345.56,MOF-5,3500.0,0.8,9,6.5,2.56,3.44,16.88,88.16,123.54,39.63,4.32,173.21,1946.81,37.45,102.81,88.3
107.42,9.43,16.84,1303.87,MEA,0.5,1.2,7,8.14,1.63,3.86,45.42,65.74,91.51,19.85,5.69,64.52,3194.33,18.36,388.7,221.49
92.8,5.67,7.16,1974.44,Activated Carbon,1200.0,1.5,6,7.6,1.02,5.12,9.82,60.91,110.03,24.69,6.82,65.33,3690.21,33.22,237.61,234.43
56.62,5.88,18.18,1303.84,MEA,0.5,1.2,7,6.04,2.02,5.46,27.57,71.13,148.07,34.72,6.18,287.78,4261.61,11.05,412.97,169.55
88.11,8.78,15.34,1413.6,MEA,0.5,1.2,7,8.22,1.68,3.36,43.08,57.96,120.64,23.45,1.89,291.65,1847.95,11.75,378.47,243.12
102.54,8.21,8.44,635.35,Amine-Grafted Silica,900.0,1.1,8,7.3,3.04,5.95,5.34,96.03,131.08,11.11,7.56,152.4,1104.36,42.52,67.25,102.37
83.61,7.36,14.09,1054.37,Amine-Grafted Silica,900.0,1.1,8,6.87,2.28,2.33,7.13,91.74,147.3,38.7,9.99,292.51,996.17,35.81,244.06,413.37
30.28,5.74,15.29,681.71,MOF-5,3500.0,0.8,9,5.63,4.01,2.53,23.37,83.95,95.99,15.9,8.14,292.84,1346.32,18.52,150.72,225.31
53.64,1.64,15.98,897.88,MEA,0.5,1.2,7,7.1,2.84,4.23,56.4,54.05,121.42,23.9,9.49,154.42,3697.43,37.3,231.24,114.46
54.04,6.86,7.14,267.51,MOF-5,3500.0,0.8,9,5.94,4.33,3.45,51.45,95.17,121.57,33.83,3.74,218.36,500.33,39.84,14.73,73.58
99.71,5.94,12.6,1333.01,MOF-5,3500.0,0.8,9,7.26,4.33,3.39,22.34,58.47,134.39,33.18,3.9,251.4,1131.99,32.41,216.07,229.24
70.48,5.55,7.58,1693.77,Zeolite 13X,600.0,1.0,8,8.38,2.91,4.11,15.65,92.0,145.78,26.29,5.93,29.48,3271.5,42.94,155.03,378.22
44.22,5.33,13.72,1716.38,MOF-5,3500.0,0.8,9,7.29,1.79,5.38,8.45,63.83,147.77,29.47,6.12,279.32,2277.73,37.1,401.34,203.26
92.06,2.26,18.47,1268.8,Amine-Grafted Silica,900.0,1.1,8,8.71,4.43,3.39,58.85,83.9,127.75,38.67,0.59,49.39,3852.38,37.75,349.15,313.1
81.59,5.13,14.74,1057.74,MOF-5,3500.0,0.8,9,7.67,2.74,5.1,14.84,94.89,113.49,11.98,2.85,261.16,1633.08,14.39,248.78,196.42
109.81,6.27,17.21,207.63,MOF-5,3500.0,0.8,9,7.81,1.06,4.14,26.62,72.66,107.72,20.46,5.49,187.95,2718.47,24.3,65.72,36.35
57.2,9.74,11.0,1554.08,MEA,0.5,1.2,7,8.24,2.62,3.08,54.28,95.85,119.67,35.93,4.24,282.53,4181.23,22.99,255.25,482.07
62.02,7.29,11.75,164.3,Amine-Grafted Silica,900.0,1.1,8,7.78,2.16,4.39,25.85,55.61,80.19,29.35,9.88,262.77,3529.85,38.26,30.88,20.77
117.52,6.8,16.34,1114.53,Zeolite 13X,600.0,1.0,8,9.0,3.84,4.24,53.11,75.15,114.3,27.38,6.86,241.71,503.79,12.9,273.06,197.08
54.21,1.08,7.25,1719.15,Amine-Grafted Silica,900.0,1.1,8,7.55,4.84,5.32,45.82,51.86,121.58,17.01,9.76,226.32,4421.28,48.56,81.21,167.27
75.08,2.66,18.38,1638.3,MOF-5,3500.0,0.8,9,5.79,4.76,3.96,35.57,93.8,131.38,16.82,6.11,131.5,1845.89,13.03,437.35,387.08
38.97,7.0,18.5,1418.92,Zeolite 13X,600.0,1.0,8,8.39,4.77,5.24,18.52,55.38,83.19,10.8,9.8,180.01,3308.21,13.52,381.84,149.68
86.98,6.05,18.43,1272.43,Zeolite 13X,600.0,1.0,8,7.48,3.3,2.12,58.53,63.44,135.1,17.77,7.77,126.17,3325.65,22.36,377.34,378.98
94.61,6.94,11.43,183.0,Activated Carbon,1200.0,1.5,6,7.64,4.53,3.58,28.2,51.01,131.19,16.03,8.48,263.99,4111.09,13.51,24.75,26.0
33.35,8.7,10.88,400.77,MEA,0.5,1.2,7,6.47,1.68,3.23,27.45,74.65,145.77,22.44,8.91,217.44,2714.0,21.19,72.27,92.34
35.0,3.08,10.39,1770.43,Amine-Grafted Silica,900.0,1.1,8,7.82,3.69,2.52,11.35,54.82,116.94,35.7,8.54,277.3,4670.1,7.03,232.49,383.62
96.82,8.43,18.68,935.48,Activated Carbon,1200.0,1.5,6,5.97,3.0,2.45,45.81,58.72,104.16,32.4,3.72,197.47,3869.98,47.05,287.5,223.3
42.52,7.34,19.6,804.91,Activated Carbon,1200.0,1.5,6,6.88,1.17,3.59,6.51,71.81,113.44,32.43,3.14,262.12,4992.15,41.61,290.76,160.56
61.96,8.37,18.59,938.28,Activated Carbon,1200.0,1.5,6,5.51,3.14,5.75,15.97,79.54,136.78,36.75,2.37,76.33,4121.72,43.56,284.13,129.57
66.57,1.53,9.56,461.07,Zeolite 13X,600.0,1.0,8,6.89,2.49,4.3,43.84,76.13,127.16,17.59,4.38,34.96,4783.79,25.8,63.89,81.44
58.84,9.22,6.68,1198.69,MOF-5,3500.0,0.8,9,8.76,4.46,5.6,52.2,66.23,138.09,28.88,4.2,136.44,2616.22,27.53,52.16,141.51
34.47,9.14,11.25,1159.59,Activated Carbon,1200.0,1.5,6,6.57,0.51,2.31,46.73,79.68,149.36,24.75,7.47,225.96,4694.73,12.87,244.1,398.26
95.02,6.98,15.46,523.69,Activated Carbon,1200.0,1.5,6,8.34,4.06,4.89,40.83,54.69,80.31,24.78,9.77,88.9,1687.29,18.68,117.01,58.45
81.72,3.55,18.92,276.36,Activated Carbon,1200.0,1.5,6,6.14,3.04,3.31,48.1,51.25,128.98,25.88,7.93,20.59,1793.51,36.48,86.02,42.66
110.79,8.13,11.71,203.58,Activated Carbon,1200.0,1.5,6,6.08,0.84,5.34,40.22,64.54,121.14,26.36,7.52,37.46,1695.92,23.91,43.37,24.56
97.3,8.06,14.0,1599.41,MEA,0.5,1.2,7,6.32,0.84,5.16,53.96,74.73,83.97,38.08,1.09,201.11,4843.51,28.99,412.55,231.19
70.24,5.0,10.61,201.96,MOF-5,3500.0,0.8,9,7.89,4.95,2.07,24.31,64.07,147.43,28.75,2.57,218.68,1576.52,11.18,22.4,62.21
110.07,9.21,7.82,217.7,Activated Carbon,1200.0,1.5,6,7.15,1.11,5.84,18.34,96.0,148.48,30.25,1.08,138.34,4285.4,30.32,28.63,35.73
47.82,9.48,9.71,1808.38,MEA,0.5,1.2,7,6.89,0.61,5.35,41.16,82.53,96.31,24.42,2.4,51.55,805.2,46.19,322.54,278.44
94.13,7.99,15.28,1963.7,MEA,0.5,1.2,7,7.08,1.44,2.29,53.8,77.41,148.47,22.85,7.74,142.28,1383.7,27.6,532.68,660.91
62.28,2.49,5.57,1035.28,Activated Carbon,1200.0,1.5,6,7.7,3.84,2.84,48.73,97.21,93.23,23.54,5.6,116.5,4865.59,41.04,35.1,353.12
86.47,6.07,15.41,423.69,Zeolite 13X,600.0,1.0,8,8.2,0.56,4.62,36.53,91.3,110.12,34.09,4.02,65.12,2613.66,28.82,123.32,83.55
95.0,6.29,19.8,1139.27,Amine-Grafted Silica,900.0,1.1,8,5.89,1.14,2.82,32.79,67.51,113.5,26.8,6.3,273.06,2167.04,46.03,416.67,271.77
90.56,1.0,10.81,1101.29,MOF-5,3500.0,0.8,9,6.39,3.62,5.17,25.32,78.97,131.86,14.34,0.59,22.62,1092.48,27.56,155.2,167.89
82.67,6.4,6.44,1378.93,MOF-5,3500.0,0.8,9,5.24,3.07,5.1,36.35,71.95,136.73,20.58,5.11,281.57,1410.04,36.66,91.08,194.16
58.68,4.28,18.35,1211.69,MEA,0.5,1.2,7,8.69,1.36,4.34,36.44,70.46,107.34,39.6,1.18,289.35,694.11,43.64,403.5,196.27
57.05,3.71,8.57,1648.24,MEA,0.5,1.2,7,8.45,3.12,4.55,11.26,71.62,90.32,24.83,3.69,260.22,1675.15,12.15,176.06,258.87
56.38,8.4,16.3,898.42,Zeolite 13X,600.0,1.0,8,6.55,3.34,2.87,51.7,53.88,118.74,16.16,2.52,192.72,1292.67,28.93,228.21,168.08
109.19,2.65,13.72,560.8,MEA,0.5,1.2,7,7.74,1.15,5.54,23.22,96.33,98.32,23.38,4.98,82.34,2162.01,19.56,138.17,97.34
114.51,5.62,7.75,1917.87,Amine-Grafted Silica,900.0,1.1,8,6.69,3.15,5.26,18.62,79.8,93.83,22.02,4.12,190.42,3454.53,7.79,172.92,290.41
95.9,5.34,8.38,1533.86,Zeolite 13X,600.0,1.0,8,5.54,1.66,3.44,18.54,77.03,83.95,12.64,8.97,299.34,630.18,20.04,202.03,342.47
99.25,4.94,5.51,997.4,Activated Carbon,1200.0,1.5,6,5.42,1.03,3.88,58.83,51.07,125.38,34.76,8.11,238.61,2434.59,5.5,87.58,130.94
101.76,8.38,10.83,1227.6,Amine-Grafted Silica,900.0,1.1,8,8.38,1.86,5.81,23.52,86.81,130.67,31.01,1.49,40.26,1809.53,11.25,215.83,183.11
98.38,6.99,18.64,195.11,Amine-Grafted Silica,900.0,1.1,8,8.14,2.95,2.08,34.91,98.19,82.4,17.13,5.7,201.58,2205.45,7.23,60.0,91.66
57.57,3.72,7.91,500.21,MEA,0.5,1.2,7,7.93,1.72,4.6,37.31,88.65,85.54,17.32,7.71,190.92,2471.09,24.41,60.69,96.19
63.76,6.8,11.63,1928.14,Activated Carbon,1200.0,1.5,6,6.36,3.02,2.75,18.32,64.09,145.1,20.23,5.29,242.23,2671.39,29.96,325.39,447.73
56.85,9.53,17.39,426.96,MEA,0.5,1.2,7,8.92,3.0,4.14,6.17,73.4,93.8,26.97,3.46,160.24,526.15,26.74,120.42,75.52
46.7,7.16,9.71,612.95,MEA,0.5,1.2,7,6.34,1.26,2.87,58.89,93.42,127.33,32.31,8.48,214.44,4149.65,13.5,101.52,198.83
60.2,7.89,15.69,1287.89,Zeolite 13X,600.0,1.0,8,7.06,1.41,4.12,35.65,72.58,102.99,30.63,5.74,93.91,3190.16,30.34,360.46,226.33
53.04,3.92,7.71,1806.45,Activated Carbon,1200.0,1.5,6,5.05,1.46,4.78,27.33,63.5,134.03,28.14,7.6,98.79,2301.44,33.36,221.29,239.48
51.79,1.25,5.09,423.26,Zeolite 13X,600.0,1.0,8,5.48,1.39,3.59,20.82,56.81,139.2,18.5,9.92,190.12,2654.42,35.9,30.69,66.79
103.21,5.97,12.28,1250.27,Zeolite 13X,600.0,1.0,8,5.29,2.08,5.64,18.09,60.08,137.11,29.44,5.57,207.02,1958.1,18.77,249.95,132.95
64.5,1.05,8.3,1697.16,MEA,0.5,1.2,7,7.97,3.23,4.81,42.78,60.51,126.6,18.13,8.44,229.06,1304.83,36.49,168.65,213.06
78.81,9.38,17.6,361.82,MOF-5,3500.0,0.8,9,7.83,4.38,4.44,10.97,54.17,128.32,30.8,9.83,264.04,4867.89,13.88,93.75,44.04
98.26,6.79,10.97,490.0,Activated Carbon,1200.0,1.5,6,6.08,2.3,2.43,22.11,77.42,144.27,28.54,1.73,103.84,848.26,15.37,83.27,155.47
43.78,4.49,15.7,1327.22,Zeolite 13X,600.0,1.0,8,5.59,1.56,3.87,53.18,91.92,129.28,39.98,5.98,194.0,2987.14,25.53,367.83,314.43
107.99,9.7,10.99,1654.28,MOF-5,3500.0,0.8,9,5.72,2.99,5.08,58.47,70.72,140.09,32.01,9.64,137.69,2984.83,10.86,259.39,229.84
52.54,3.81,5.26,1636.79,Activated Carbon,1200.0,1.5,6,7.3,4.02,5.15,51.88,83.93,137.63,21.6,8.08,74.69,3757.47,43.82,39.78,266.23
81.89,8.5,14.6,1297.98,MEA,0.5,1.2,7,5.95,4.02,2.92,16.68,58.76,96.46,18.57,5.45,219.04,1537.79,36.94,269.16,260.3
108.66,6.12,17.28,236.46,Zeolite 13X,600.0,1.0,8,5.66,3.22,5.09,21.71,89.8,84.33,33.13,4.88,155.41,783.57,42.87,65.16,41.64
81.55,6.06,18.77,931.62,Activated Carbon,1200.0,1.5,6,5.76,4.06,4.81,40.4,64.58,147.54,17.43,3.52,249.91,644.07,9.15,268.6,124.82
101.45,7.84,10.13,1857.78,Amine-Grafted Silica,900.0,1.1,8,6.03,1.69,4.52,12.28,79.47,128.22,12.74,6.08,237.09,2821.2,20.61,307.32,325.91
82.77,1.95,11.01,1547.95,MEA,0.5,1.2,7,5.06,0.91,3.55,22.99,65.18,94.82,35.97,3.07,257.31,1204.43,6.69,306.43,283.41
78.62,2.25,17.07,773.9,MOF-5,3500.0,0.8,9,6.07,2.13,3.2,56.02,93.97,144.5,36.45,6.99,284.08,3956.78,15.84,226.62,226.55
50.27,2.98,18.73,1777.96,Activated Carbon,1200.0,1.5,6,5.67,4.54,5.09,18.36,50.71,139.39,39.85,0.67,115.93,4998.23,32.89,494.49,176.79
88.28,6.6,6.24,1337.6,MEA,0.5,1.2,7,6.51,3.74,5.47,13.71,69.77,115.14,31.54,3.95,229.94,3953.91,37.11,65.54,170.3
86.84,9.55,17.78,1584.23,Activated Carbon,1200.0,1.5,6,6.94,4.18,2.13,13.59,91.96,147.24,37.6,6.09,208.22,3960.18,32.18,422.29,680.77
36.0,1.08,16.25,1349.95,MOF-5,3500.0,0.8,9,6.91,4.55,5.61,5.7,89.38,128.49,17.07,9.07,39.66,4468.05,7.08,309.57,214.69
87.71,8.7,9.44,845.89,Zeolite 13X,600.0,1.0,8,7.96,2.74,5.97,9.24,57.3,111.47,30.95,0.62,227.78,4093.52,6.92,111.08,81.05
102.6,8.23,18.43,1952.66,MOF-5,3500.0,0.8,9,5.73,4.74,3.04,35.64,57.2,108.43,19.98,3.33,198.73,1957.36,39.62,523.95,366.2
91.5,6.78,7.18,1321.91,Activated Carbon,1200.0,1.5,6,8.53,1.61,4.16,59.78,71.53,106.0,24.41,9.54,160.11,1326.14,37.51,144.32,226.75
111.8,9.48,14.47,851.27,MOF-5,3500.0,0.8,9,7.34,3.72,4.41,7.61,81.94,107.47,10.39,6.51,35.55,4793.51,41.82,179.36,157.81
